record_id,student_id,study_date,study_hours,sleep_hours,library_hours,self_study_hours,distraction_hours,practice_questions,study_consistency
SB004142,STU00415,2026-03-30,2.83,7.11,0.76,4.89,0.68,24,7
SB004143,STU00415,2026-03-06,4.02,6.43,1.52,0.66,1.63,19,7
SB004144,STU00415,2026-02-17,5.7,6.59,3.93,2.89,1.65,4,10
SB004145,STU00415,2026-01-01,6.14,4.54,2.31,2.87,3.56,19,3
SB004146,STU00415,2026-03-01,4.74,4.56,4.12,5.66,0.51,0,1
SB004147,STU00415,2026-05-03,4.9,8.56,2.77,1.07,3.65,48,1
SB004148,STU00415,2026-01-09,3.82,7.97,3.23,3.52,2.37,29,1
SB004149,STU00415,2026-06-29,4.17,6.7,4.91,1.11,5.0,35,10
SB004150,STU00415,2026-06-05,7.58,8.31,4.78,3.22,2.82,11,7
SB004151,STU00416,2026-01-16,2.29,4.53,0.87,2.32,4.88,39,4
SB004152,STU00416,2026-03-19,3.94,4.61,0.26,5.14,0.47,48,3
SB004153,STU00416,2026-03-23,1.41,5.27,4.89,5.53,1.14,32,6
SB004154,STU00416,2026-04-17,1.96,8.26,3.26,3.11,1.48,49,7
SB004155,STU00416,2026-03-02,1.18,6.47,2.97,1.5,4.31,12,10
SB004156,STU00416,2026-03-18,7.25,6.66,1.84,0.76,1.78,38,8
SB004157,STU00416,2026-04-17,1.91,5.23,3.11,4.45,4.72,47,4
SB004158,STU00416,2026-06-08,6.1,5.01,1.48,2.07,3.41,43,3
SB004159,STU00416,2026-01-22,5.98,8.52,3.61,5.43,0.11,0,8
SB004160,STU00416,2026-03-30,3.17,4.68,4.45,2.54,3.13,38,6
SB004161,STU00417,2026-01-22,5.09,6.01,2.65,3.83,2.7,9,5
SB004162,STU00417,2026-02-15,2.46,8.7,1.56,2.65,4.08,25,3
SB004163,STU00417,2026-06-07,6.7,5.65,0.81,2.48,4.67,23,7
SB004164,STU00417,2026-04-25,4.9,7.32,4.5,5.69,1.36,27,8
SB004165,STU00417,2026-04-12,7.71,5.45,3.08,2.73,2.78,4,8
SB004166,STU00417,2026-06-02,3.74,6.87,2.87,5.07,4.76,20,7
SB004167,STU00417,2026-05-04,4.16,6.18,2.95,5.44,2.04,17,5
SB004168,STU00417,2026-01-16,2.44,6.7,2.5,1.8,3.58,9,6
SB004169,STU00417,2026-06-07,3.8,6.3,1.46,2.02,4.54,49,10
SB004170,STU00417,2026-05-05,4.86,7.61,2.53,2.13,3.41,42,9
SB004171,STU00418,2026-02-05,2.45,6.11,1.3,5.73,2.52,14,8
SB004172,STU00418,2026-04-14,3.47,7.4,3.87,4.67,0.82,6,9
SB004173,STU00418,2026-02-04,7.89,6.96,4.42,2.87,2.22,27,3
SB004174,STU00418,2026-03-27,0.8,7.68,2.11,2.4,2.85,44,8
SB004175,STU00418,2026-06-16,1.52,4.95,0.93,3.54,2.66,34,7
SB004176,STU00418,2026-03-13,0.81,6.3,4.9,3.63,2.61,19,1
SB004177,STU00418,2026-01-05,1.49,7.95,4.42,1.38,1.94,35,7
SB004178,STU00418,2026-01-08,1.6,8.0,4.62,1.02,1.54,49,8
SB004179,STU00418,2026-03-26,5.11,8.7,1.71,4.63,2.97,15,6
SB004180,STU00418,2026-06-21,4.03,5.49,2.71,1.94,3.09,36,2
SB004181,STU00419,2026-06-19,4.87,6.93,3.92,2.67,0.99,34,4
SB004182,STU00419,2026-02-10,6.37,5.8,4.58,2.68,3.32,15,3
SB004183,STU00419,2026-05-10,0.58,7.41,4.07,3.12,4.5,20,7
SB004184,STU00419,2026-01-06,3.91,6.59,2.47,4.96,2.69,12,3
SB004185,STU00419,2026-01-08,1.31,4.92,3.94,2.79,1.44,10,5
SB004186,STU00419,2026-03-29,2.44,6.23,1.6,1.18,2.31,24,3
SB004187,STU00419,2026-06-30,5.12,6.39,2.43,3.57,0.62,4,6
SB004188,STU00419,2026-06-05,7.18,8.35,0.45,1.09,3.81,23,10
SB004189,STU00419,2026-05-11,6.8,5.5,1.11,3.6,4.46,10,10
SB004190,STU00419,2026-06-25,3.66,8.24,3.65,4.01,4.11,37,7
SB004191,STU00420,2026-06-24,3.23,7.45,0.85,4.4,1.28,41,6
SB004192,STU00420,2026-05-09,0.65,7.29,3.4,1.43,0.11,46,6
SB004193,STU00420,2026-04-09,4.49,6.61,1.48,0.87,0.64,30,8
SB004194,STU00420,2026-04-12,5.52,6.21,2.51,5.59,0.8,24,2
SB004195,STU00420,2026-05-13,7.58,6.43,2.27,2.84,4.26,35,1
SB004196,STU00420,2026-02-12,3.24,7.4,1.88,1.68,1.13,37,7
SB004197,STU00420,2026-03-06,3.39,6.32,2.51,5.13,4.85,39,8
SB004198,STU00420,2026-04-20,3.79,6.62,0.66,5.26,1.08,39,9
SB004199,STU00420,2026-04-29,7.33,7.84,3.11,3.64,1.22,49,2
SB004200,STU00420,2026-01-21,0.78,5.53,0.39,3.55,0.69,30,3
SB004201,STU00421,2026-01-24,4.27,8.16,1.09,1.31,2.33,23,2
SB004202,STU00421,2026-01-21,3.72,4.77,3.35,3.07,4.82,37,8
SB004203,STU00421,2026-01-21,7.73,7.32,1.27,5.84,4.31,34,10
SB004204,STU00421,2026-03-19,1.48,5.24,3.23,1.54,1.2,19,2
SB004205,STU00421,2026-06-19,7.87,5.53,2.37,5.4,3.64,11,2
SB004206,STU00421,2026-02-12,2.41,6.56,0.42,1.36,4.95,41,5
SB004207,STU00421,2026-06-14,1.25,5.95,4.24,2.06,1.06,26,1
SB004208,STU00421,2026-06-19,2.29,4.94,0.11,1.69,0.76,32,5
SB004209,STU00421,2026-01-16,3.68,8.31,4.67,0.96,3.79,31,4
SB004210,STU00421,2026-01-13,3.86,6.02,1.73,3.1,1.97,46,5
SB004211,STU00422,2026-06-03,1.97,5.61,0.33,4.48,4.75,3,7
SB004212,STU00422,2026-03-12,6.78,5.85,2.29,3.34,3.72,26,7
SB004213,STU00422,2026-03-21,4.45,6.81,0.96,2.79,4.34,39,6
SB004214,STU00422,2026-01-22,5.06,7.15,2.46,5.57,0.88,16,9
SB004215,STU00422,2026-05-18,4.46,5.97,1.17,0.7,2.19,30,6
SB004216,STU00422,2026-06-04,3.33,4.94,2.24,4.51,4.74,35,7
SB004217,STU00422,2026-04-18,0.61,8.63,3.93,3.67,2.95,1,7
SB004218,STU00422,2026-06-29,2.34,4.64,0.85,5.38,3.63,29,4
SB004219,STU00422,2026-02-12,7.21,7.18,1.11,3.19,2.56,2,4
SB004220,STU00422,2026-05-19,7.11,8.41,3.68,5.31,4.04,5,7
SB004221,STU00423,2026-02-27,7.99,5.25,2.14,4.39,2.68,20,8
SB004222,STU00423,2026-06-06,5.76,5.19,0.54,2.87,3.19,20,7
SB004223,STU00423,2026-02-12,3.31,4.82,3.44,3.6,4.88,50,6
SB004224,STU00423,2026-03-06,2.45,5.91,0.76,5.2,2.33,38,9
SB004225,STU00423,2026-04-08,1.93,5.05,4.63,2.25,1.61,5,2
SB004226,STU00423,2026-04-17,4.41,7.29,3.12,1.44,2.8,5,1
SB004227,STU00423,2026-03-01,2.32,4.57,3.75,5.08,1.78,30,2
SB004228,STU00423,2026-04-25,2.37,8.86,1.99,4.56,4.61,25,7
SB004229,STU00423,2026-05-27,4.69,6.54,1.72,0.75,4.99,39,6
SB004230,STU00423,2026-06-09,4.67,8.34,0.28,4.96,3.86,11,7
SB004231,STU00424,2026-04-21,7.74,5.28,2.32,4.22,1.98,33,1
SB004232,STU00424,2026-02-18,7.82,5.75,1.57,1.93,3.23,5,6
SB004233,STU00424,2026-06-23,6.58,8.06,4.18,3.53,0.77,33,6
SB004234,STU00424,2026-02-13,3.65,7.18,2.83,3.11,4.41,37,5
SB004235,STU00424,2026-02-12,3.94,8.19,1.51,1.54,2.85,2,3
SB004236,STU00424,2026-06-28,6.9,8.27,4.39,2.63,2.01,40,2
SB004237,STU00424,2026-03-19,4.34,8.84,0.58,4.92,3.59,14,6
SB004238,STU00424,2026-03-12,4.62,5.36,0.51,5.47,4.17,22,9
SB004239,STU00424,2026-05-29,4.88,4.8,1.56,2.17,3.34,2,6
SB004240,STU00424,2026-05-01,7.71,5.08,4.14,3.08,4.38,25,2
SB004241,STU00425,2026-06-30,7.7,5.49,4.66,5.15,4.16,40,8
SB004242,STU00425,2026-06-08,6.43,5.95,4.36,2.86,0.8,2,8
SB004243,STU00425,2026-01-14,1.37,8.05,3.15,0.84,1.97,5,8
SB004244,STU00425,2026-04-17,6.82,4.95,1.98,1.93,3.02,32,9
SB004245,STU00425,2026-02-18,7.05,6.1,3.09,5.3,4.82,28,4
SB004246,STU00425,2026-06-14,1.97,8.93,4.85,3.68,4.18,44,7
SB004247,STU00425,2026-02-14,1.16,5.65,1.68,0.79,1.58,32,8
SB004248,STU00425,2026-01-11,5.82,5.92,0.02,5.48,2.99,2,10
SB004249,STU00425,2026-05-21,1.61,8.34,1.23,5.2,1.4,48,1
SB004250,STU00425,2026-03-15,3.01,4.53,1.42,5.91,2.97,12,8
SB004251,STU00426,2026-04-30,6.94,7.69,3.15,1.01,2.18,44,6
SB004252,STU00426,2026-01-17,1.6,6.99,1.05,2.1,3.15,10,4
SB004253,STU00426,2026-01-11,3.34,4.55,1.0,5.17,0.71,20,10
SB004254,STU00426,2026-03-23,3.3,5.93,0.07,5.17,2.59,35,8
SB004255,STU00426,2026-06-02,5.63,7.56,1.08,3.51,0.55,42,7
SB004256,STU00426,2026-06-11,2.97,8.12,3.43,5.32,3.07,38,10
SB004257,STU00426,2026-05-25,2.15,7.6,0.36,2.84,1.65,38,9
SB004258,STU00426,2026-04-07,2.74,6.22,2.77,4.51,2.28,19,2
SB004259,STU00426,2026-04-12,3.64,5.94,0.83,2.14,1.83,22,3
SB004260,STU00426,2026-02-21,3.01,6.67,1.4,5.38,1.82,23,2
SB004261,STU00427,2026-06-19,5.61,8.21,3.17,4.87,2.38,38,2
SB004262,STU00427,2026-01-26,5.11,5.44,4.41,5.48,1.82,17,8
SB004263,STU00427,2026-02-12,0.99,5.91,2.02,2.28,0.16,45,2
SB004264,STU00427,2026-03-27,6.36,6.64,2.61,2.14,1.2,43,10
SB004265,STU00427,2026-04-16,4.81,8.48,3.23,0.8,0.45,28,4
SB004266,STU00427,2026-01-02,5.56,7.51,4.95,4.95,2.65,0,7
SB004267,STU00427,2026-05-19,2.06,6.77,0.0,1.7,2.47,0,9
SB004268,STU00427,2026-02-15,4.47,4.94,1.73,4.68,2.65,31,5
SB004269,STU00427,2026-03-28,7.79,7.23,0.64,2.1,1.32,47,7
SB004270,STU00427,2026-04-03,2.4,8.36,1.22,5.85,0.79,8,3
SB004271,STU00428,2026-03-16,3.93,5.51,3.18,5.6,4.89,9,2
SB004272,STU00428,2026-04-12,5.05,5.37,4.26,2.06,4.35,19,10
SB004273,STU00428,2026-04-16,0.92,8.8,1.34,1.28,1.49,43,2
SB004274,STU00428,2026-05-18,6.23,5.8,2.35,0.74,3.39,32,7
SB004275,STU00428,2026-06-02,1.36,8.34,1.99,2.14,3.8,49,9
SB004276,STU00428,2026-04-14,5.79,7.82,4.94,5.55,2.33,48,7
SB004277,STU00428,2026-02-23,3.4,7.74,3.94,3.59,4.0,50,8
SB004278,STU00428,2026-02-08,0.81,6.11,4.05,4.24,1.96,48,7
SB004279,STU00428,2026-06-03,6.99,7.68,4.06,3.77,0.07,17,5
SB004280,STU00428,2026-05-21,1.69,7.88,1.49,5.49,4.47,0,1
SB004281,STU00429,2026-05-11,0.95,6.47,1.39,5.64,2.34,9,10
SB004282,STU00429,2026-05-27,7.65,6.54,0.64,3.86,0.29,39,8
SB004283,STU00429,2026-01-30,3.55,8.75,2.88,3.22,4.01,11,10
SB004284,STU00429,2026-04-22,1.22,6.4,3.7,5.8,0.32,34,8
SB004285,STU00429,2026-06-30,5.02,5.97,0.84,4.21,1.38,15,7
SB004286,STU00429,2026-04-21,3.25,8.87,4.46,2.65,0.43,12,4
SB004287,STU00429,2026-02-12,1.69,4.74,4.81,1.64,2.19,6,7
SB004288,STU00429,2026-05-12,2.26,8.27,3.31,3.5,0.29,19,10
SB004289,STU00429,2026-03-16,5.85,8.27,0.39,4.59,0.26,49,4
SB004290,STU00429,2026-06-24,5.34,5.73,3.07,0.76,0.97,32,7
SB004291,STU00430,2026-06-15,3.1,4.51,2.53,5.34,2.53,35,6
SB004292,STU00430,2026-05-29,4.89,5.49,3.81,1.31,2.46,28,10
SB004293,STU00430,2026-06-07,2.2,5.41,4.5,2.57,4.68,44,7
SB004294,STU00430,2026-03-22,4.12,7.72,2.04,0.66,4.72,38,8
SB004295,STU00430,2026-04-21,3.8,6.21,4.62,4.03,0.52,0,10
SB004296,STU00430,2026-06-04,4.59,7.23,4.79,4.73,1.61,25,3
SB004297,STU00430,2026-04-23,6.07,5.34,1.17,1.36,2.93,45,5
SB004298,STU00430,2026-05-22,4.37,5.81,1.14,0.76,3.13,37,9
SB004299,STU00430,2026-02-11,6.64,6.89,0.63,4.69,3.26,46,3
SB004300,STU00430,2026-06-07,6.6,7.63,1.05,0.87,3.78,47,10
SB004301,STU00431,2026-06-16,7.72,6.84,4.65,1.52,4.77,25,6
SB004302,STU00431,2026-01-22,1.72,6.18,0.56,3.84,4.02,38,5
SB004303,STU00431,2026-02-17,4.48,6.48,4.0,5.1,4.18,48,8
SB004304,STU00431,2026-01-07,7.51,7.92,0.43,5.28,0.62,3,7
SB004305,STU00431,2026-04-23,3.05,8.49,0.61,4.69,1.73,25,10
SB004306,STU00431,2026-04-08,2.91,7.21,3.35,2.63,2.7,16,2
SB004307,STU00431,2026-01-15,2.55,5.89,3.24,1.64,1.17,20,6
SB004308,STU00431,2026-05-12,6.97,8.09,1.26,5.93,0.09,18,3
SB004309,STU00431,2026-03-17,2.68,4.65,1.41,1.52,4.33,2,1
SB004310,STU00431,2026-05-25,4.71,6.5,1.73,2.13,0.44,19,7
SB004311,STU00432,2026-02-15,6.3,6.31,1.87,1.62,4.99,32,8
SB004312,STU00432,2026-06-17,6.32,7.91,2.98,4.38,2.8,44,2
SB004313,STU00432,2026-01-15,1.88,5.16,4.2,5.97,0.21,25,10
SB004314,STU00432,2026-06-29,7.53,8.95,0.53,3.64,0.58,41,8
SB004315,STU00432,2026-04-27,1.99,4.57,0.72,2.11,1.5,45,5
SB004316,STU00432,2026-06-11,7.79,8.53,1.49,5.18,1.74,46,6
SB004317,STU00432,2026-04-03,2.33,6.76,3.39,4.66,3.0,24,2
SB004318,STU00432,2026-04-13,1.34,4.69,0.6,3.17,0.53,36,4
SB004319,STU00432,2026-06-12,1.32,4.99,1.87,5.47,3.44,26,10
SB004320,STU00432,2026-02-11,0.81,5.67,1.51,1.68,3.93,31,7
SB004321,STU00433,2026-04-01,1.45,6.88,0.58,0.51,4.16,27,6
SB004322,STU00433,2026-04-21,5.18,5.32,2.52,1.32,4.08,21,7
SB004323,STU00433,2026-04-16,4.35,7.87,4.25,4.53,1.66,33,4
SB004324,STU00433,2026-04-06,5.32,7.26,3.12,5.41,2.79,9,8
SB004325,STU00433,2026-03-22,3.07,8.41,4.77,2.29,0.62,5,8
SB004326,STU00433,2026-06-13,3.02,8.4,3.61,5.0,0.69,23,2
SB004327,STU00433,2026-06-22,4.61,6.16,0.05,1.77,1.77,18,6
SB004328,STU00433,2026-01-10,3.68,5.18,2.28,1.73,1.99,3,7
SB004329,STU00433,2026-03-19,7.91,7.04,1.41,1.25,3.91,29,4
SB004330,STU00433,2026-06-21,3.24,6.07,2.04,0.63,1.39,33,3
SB004331,STU00434,2026-06-06,6.09,5.04,3.22,1.69,3.5,21,5
SB004332,STU00434,2026-02-16,2.07,7.94,0.74,5.34,2.42,41,9
SB004333,STU00434,2026-04-30,6.46,6.72,0.19,4.49,1.08,34,2
SB004334,STU00434,2026-02-11,7.26,6.44,4.3,0.5,4.44,20,2
SB004335,STU00434,2026-04-23,2.3,5.96,3.74,1.04,2.95,32,6
SB004336,STU00434,2026-03-14,7.8,7.78,4.89,1.48,2.94,49,7
SB004337,STU00434,2026-02-13,4.94,8.5,4.47,3.57,0.05,39,6
SB004338,STU00434,2026-03-04,7.72,8.94,0.7,5.78,1.61,24,4
SB004339,STU00434,2026-05-22,1.41,4.9,2.79,4.39,0.04,32,7
SB004340,STU00434,2026-02-04,2.68,5.02,1.19,4.12,3.68,39,4
SB004341,STU00435,2026-01-20,0.71,7.89,1.44,1.74,3.97,14,2
SB004342,STU00435,2026-06-30,5.79,4.77,0.7,4.36,4.72,25,1
SB004343,STU00435,2026-05-14,5.35,6.19,4.54,5.09,4.23,4,3
SB004344,STU00435,2026-01-08,2.7,6.9,1.55,1.34,3.52,6,8
SB004345,STU00435,2026-02-13,3.08,5.36,2.71,1.11,4.69,32,6
SB004346,STU00435,2026-06-05,7.73,8.12,4.61,3.44,1.55,46,9
SB004347,STU00435,2026-04-13,2.86,5.4,3.59,3.16,0.79,47,7
SB004348,STU00435,2026-02-02,3.24,5.15,3.14,1.14,0.9,7,7
SB004349,STU00435,2026-02-16,7.77,5.37,3.69,4.26,2.48,19,2
SB004350,STU00435,2026-02-03,2.89,6.59,4.35,4.87,1.62,25,3
SB004351,STU00436,2026-06-01,1.51,7.85,0.92,2.75,4.51,30,4
SB004352,STU00436,2026-04-07,1.65,5.47,3.08,3.45,1.61,2,9
SB004353,STU00436,2026-01-29,5.38,6.21,3.59,1.48,1.79,23,7
SB004354,STU00436,2026-05-22,4.08,8.35,1.98,2.38,0.36,46,10
SB004355,STU00436,2026-06-24,6.01,8.55,3.39,3.26,0.8,50,6
SB004356,STU00436,2026-05-20,6.5,7.41,1.57,5.92,2.85,32,2
SB004357,STU00436,2026-06-17,6.23,4.86,3.67,5.42,1.86,17,8
SB004358,STU00436,2026-03-27,7.18,5.33,3.23,4.28,2.44,31,10
SB004359,STU00436,2026-05-09,3.32,6.25,3.3,3.29,0.76,40,6
SB004360,STU00436,2026-03-14,7.28,4.64,2.24,1.9,4.75,44,1
SB004361,STU00437,2026-06-10,6.02,8.19,4.28,4.75,1.71,32,4
SB004362,STU00437,2026-06-07,5.56,4.51,0.67,1.33,4.66,48,6
SB004363,STU00437,2026-04-03,3.92,5.82,2.84,3.58,2.53,15,7
SB004364,STU00437,2026-04-29,1.36,8.38,2.09,1.14,2.96,37,1
SB004365,STU00437,2026-04-09,7.95,6.14,1.47,1.44,4.85,8,8
SB004366,STU00437,2026-03-17,2.18,5.08,0.07,2.05,0.84,38,9
SB004367,STU00437,2026-06-25,7.01,6.4,2.36,2.93,1.04,38,1
SB004368,STU00437,2026-04-11,5.98,8.46,1.6,3.56,0.26,43,3
SB004369,STU00437,2026-03-03,1.19,7.87,1.35,4.27,2.1,4,10
SB004370,STU00437,2026-03-16,2.3,7.83,4.47,3.66,2.84,9,10
SB004371,STU00438,2026-05-24,2.97,8.69,1.42,0.83,4.64,13,9
SB004372,STU00438,2026-05-21,1.91,7.78,3.69,4.83,1.99,20,6
SB004373,STU00438,2026-04-10,5.18,6.53,0.31,5.91,4.9,27,9
SB004374,STU00438,2026-03-05,1.74,4.61,2.18,3.42,2.85,37,8
SB004375,STU00438,2026-05-29,0.83,6.95,4.85,1.96,0.88,46,9
SB004376,STU00438,2026-06-27,3.47,8.17,4.95,2.12,2.56,44,9
SB004377,STU00438,2026-04-16,4.76,6.27,1.3,2.39,4.54,38,8
SB004378,STU00438,2026-04-06,7.65,8.49,1.75,1.78,3.92,28,5
SB004379,STU00438,2026-05-28,4.57,6.4,2.62,1.8,3.79,0,6
SB004380,STU00438,2026-02-25,3.07,7.54,1.54,5.87,3.42,7,4
SB004381,STU00439,2026-02-20,6.03,7.89,4.97,4.56,0.47,12,7
SB004382,STU00439,2026-03-19,7.47,5.31,3.0,5.53,4.48,26,2
SB004383,STU00439,2026-01-11,7.97,6.48,0.97,0.64,4.3,30,1
SB004384,STU00439,2026-03-18,2.49,5.49,3.03,5.21,3.82,6,4
SB004385,STU00439,2026-03-10,4.51,5.23,0.41,1.69,1.22,35,5
SB004386,STU00439,2026-06-13,1.14,6.26,2.02,5.13,1.12,5,8
SB004387,STU00439,2026-06-28,5.17,6.46,3.69,3.35,1.91,10,6
SB004388,STU00439,2026-05-13,7.63,7.8,0.63,3.18,1.99,13,2
SB004389,STU00439,2026-03-10,1.24,8.17,0.31,3.33,4.22,23,9
SB004390,STU00439,2026-05-28,0.79,5.29,2.64,3.42,0.48,14,1
SB004391,STU00440,2026-06-21,5.63,6.07,1.96,5.56,3.27,49,1
SB004392,STU00440,2026-03-19,3.35,4.78,0.28,2.11,4.5,19,9
SB004393,STU00440,2026-05-23,6.33,7.37,0.49,4.86,4.67,43,7
SB004394,STU00440,2026-01-30,1.78,7.25,1.89,3.39,0.88,39,4
SB004395,STU00440,2026-01-11,0.93,5.33,3.62,0.67,3.4,45,9
SB004396,STU00440,2026-03-02,5.11,5.74,0.43,5.65,3.97,22,7
SB004397,STU00440,2026-05-03,5.95,5.35,1.35,5.0,2.53,43,5
SB004398,STU00440,2026-03-19,3.86,7.47,2.11,5.44,1.79,48,10
SB004399,STU00440,2026-01-25,3.21,6.74,4.48,5.21,2.58,39,3
SB004400,STU00440,2026-03-04,2.2,5.6,4.78,3.43,0.81,18,9
SB004401,STU00441,2026-05-20,3.24,6.86,4.7,1.27,4.76,14,8
SB004402,STU00441,2026-06-15,3.75,5.65,2.38,5.07,0.9,18,5
SB004403,STU00441,2026-06-08,7.12,7.76,2.59,2.27,3.99,44,10
SB004404,STU00441,2026-02-19,4.87,8.17,2.83,2.92,1.46,17,4
SB004405,STU00441,2026-05-25,2.34,8.97,3.86,1.28,4.7,4,7
SB004406,STU00441,2026-04-18,5.27,8.83,2.44,4.97,1.99,15,4
SB004407,STU00441,2026-03-31,7.52,5.84,3.29,3.2,4.95,44,10
SB004408,STU00441,2026-05-09,5.63,8.58,3.91,3.87,1.31,38,3
SB004409,STU00441,2026-05-29,7.71,6.36,3.2,5.74,4.17,28,8
SB004410,STU00441,2026-06-21,4.09,4.53,1.55,3.55,4.53,12,4
SB004411,STU00442,2026-06-28,2.62,5.01,2.49,2.25,3.8,1,4
SB004412,STU00442,2026-04-10,2.12,5.77,0.45,1.13,2.56,32,10
SB004413,STU00442,2026-04-12,1.17,6.08,4.23,3.45,0.56,10,4
SB004414,STU00442,2026-02-23,7.12,8.75,4.64,2.38,0.12,29,6
SB004415,STU00442,2026-04-26,7.34,7.94,3.14,3.43,4.39,47,10
SB004416,STU00442,2026-05-14,7.31,8.62,2.71,5.35,2.2,37,2
SB004417,STU00442,2026-05-05,7.07,4.77,2.8,0.96,0.03,29,7
SB004418,STU00442,2026-02-14,6.3,5.07,1.49,4.39,4.8,50,6
SB004419,STU00442,2026-06-09,5.31,6.11,0.19,0.74,0.16,5,10
SB004420,STU00442,2026-04-21,3.24,8.94,4.17,3.24,1.94,32,1
SB004421,STU00443,2026-02-18,4.26,6.32,0.87,4.8,3.43,5,7
SB004422,STU00443,2026-02-05,7.92,5.88,1.05,5.76,2.55,7,2
SB004423,STU00443,2026-03-05,7.09,7.68,3.45,3.56,2.17,20,8
SB004424,STU00443,2026-02-22,7.82,6.81,0.56,3.42,1.41,32,10
SB004425,STU00443,2026-05-21,7.8,7.61,1.21,1.95,4.65,21,7
SB004426,STU00443,2026-05-25,0.97,7.42,1.97,4.92,2.33,12,4
SB004427,STU00443,2026-03-11,7.04,5.47,1.29,5.3,4.89,18,3
SB004428,STU00443,2026-03-03,1.75,6.9,3.34,3.4,1.17,34,9
SB004429,STU00443,2026-06-15,1.1,7.63,4.76,0.79,0.4,35,3
SB004430,STU00443,2026-05-28,7.05,7.29,2.43,5.39,3.03,40,8
SB004431,STU00444,2026-05-01,5.69,5.71,2.52,4.97,3.31,5,10
SB004432,STU00444,2026-05-25,0.54,5.9,0.32,0.83,0.2,49,7
SB004433,STU00444,2026-03-24,2.54,8.93,1.06,1.97,2.22,4,3
SB004434,STU00444,2026-04-25,5.85,5.86,0.59,3.58,0.7,1,4
SB004435,STU00444,2026-04-20,6.67,4.53,3.96,5.33,3.01,1,7
SB004436,STU00444,2026-01-16,6.19,5.16,4.02,1.45,0.98,44,3
SB004437,STU00444,2026-05-26,2.35,7.69,3.03,5.31,4.72,32,2
SB004438,STU00444,2026-03-14,7.14,8.72,1.18,3.04,2.42,19,7
SB004439,STU00444,2026-02-22,6.62,6.25,0.3,2.04,0.27,28,6
SB004440,STU00444,2026-03-23,2.99,5.76,2.63,5.38,2.7,29,5
SB004441,STU00445,2026-03-07,2.98,6.91,4.52,4.9,1.01,29,5
SB004442,STU00445,2026-03-17,7.08,5.42,0.14,4.22,1.37,44,4
SB004443,STU00445,2026-02-24,0.86,7.22,0.51,1.49,3.89,11,2
SB004444,STU00445,2026-01-03,5.59,6.11,1.56,0.78,3.44,2,4
SB004445,STU00445,2026-01-01,4.53,5.98,4.14,4.26,4.05,6,5
SB004446,STU00445,2026-05-14,7.75,5.74,4.28,4.56,4.03,5,10
SB004447,STU00445,2026-01-24,2.15,5.9,2.48,5.3,2.4,27,8
SB004448,STU00445,2026-05-15,2.04,4.58,2.04,3.9,3.23,50,6
SB004449,STU00445,2026-01-09,3.96,6.15,4.34,1.32,1.93,16,9
SB004450,STU00445,2026-02-07,5.32,6.6,2.57,1.8,1.19,4,9
SB004451,STU00446,2026-01-13,2.69,7.46,2.49,1.06,3.89,22,7
SB004452,STU00446,2026-04-22,2.19,5.36,2.19,2.14,1.0,20,6
SB004453,STU00446,2026-05-30,1.32,5.79,4.89,1.01,4.99,33,5
SB004454,STU00446,2026-05-20,6.15,8.69,2.9,1.84,3.37,29,9
SB004455,STU00446,2026-04-10,3.45,7.51,4.82,2.87,4.53,7,7
SB004456,STU00446,2026-05-19,5.22,6.48,0.44,1.03,2.97,9,10
SB004457,STU00446,2026-06-11,2.23,6.38,1.72,2.89,3.33,33,1
SB004458,STU00446,2026-04-21,6.95,7.54,0.05,2.67,1.16,17,7
SB004459,STU00446,2026-03-19,7.46,7.14,3.66,2.43,4.26,6,10
SB004460,STU00446,2026-05-22,4.45,6.49,0.2,1.1,1.91,38,5
SB004461,STU00447,2026-06-19,4.54,7.37,1.69,5.75,4.86,5,5
SB004462,STU00447,2026-06-04,7.32,5.61,3.76,1.07,1.83,20,5
SB004463,STU00447,2026-04-05,5.05,8.26,0.09,3.02,3.98,7,6
SB004464,STU00447,2026-03-31,0.93,5.73,1.16,0.52,2.68,40,9
SB004465,STU00447,2026-05-28,2.54,5.41,4.79,2.99,1.44,1,2
SB004466,STU00447,2026-03-01,2.86,5.11,3.3,5.5,4.82,24,7
SB004467,STU00447,2026-05-05,7.96,7.36,3.29,0.67,3.57,5,3
SB004468,STU00447,2026-02-19,1.66,7.73,4.18,3.11,0.72,16,4
SB004469,STU00447,2026-01-11,4.18,8.39,2.26,2.56,1.12,29,1
SB004470,STU00447,2026-02-24,2.85,8.25,4.29,5.04,4.96,10,6
SB004471,STU00448,2026-02-12,7.87,6.9,0.32,3.66,2.29,17,2
SB004472,STU00448,2026-03-04,2.76,4.68,2.97,0.86,0.74,42,4
SB004473,STU00448,2026-02-23,1.94,4.9,4.77,2.54,1.05,15,3
SB004474,STU00448,2026-03-30,3.31,7.71,1.95,4.02,3.34,6,2
SB004475,STU00448,2026-04-28,1.22,5.82,0.34,3.95,3.14,34,6
SB004476,STU00448,2026-05-15,6.88,5.45,3.96,1.89,4.32,22,5
SB004477,STU00448,2026-01-17,7.04,8.41,3.22,3.36,1.1,43,2
SB004478,STU00448,2026-02-14,3.45,6.67,0.98,1.64,1.69,7,9
SB004479,STU00448,2026-03-23,2.79,6.96,3.69,4.72,4.17,49,5
SB004480,STU00448,2026-02-24,3.36,8.72,1.4,2.82,2.35,5,9
SB004481,STU00449,2026-06-21,5.17,8.88,1.38,3.13,1.99,40,7
